Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
Georgia,GEO,Europe & Central Asia,Lower middle income,2001,4386400,96.19155536,88.81970282,6.449412499
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2001,19421605,11.38076123,65.30565744,1.255287604
Gibraltar,GIB,Europe & Central Asia,High income,2001,31374,,99.61827037,31.22649328
Guinea,GIN,Sub-Saharan Africa,Low income,2001,8971139,9.945848032,55.34060772,0.620545507
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2001,1270495,54.17553458,74.28117848,4.335711671
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2001,1267512,12.55853001,53.88834875,0
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2001,639762,79.73664962,48.91536068,2.344621906
Greece,GRC,Europe & Central Asia,High income,2001,10862132,96.72183461,99.43763159,71.20402904
Grenada,GRD,Latin America & Caribbean,Upper middle income,2001,101849,94.23275561,93.53995278,6.29755815
Greenland,GRL,Europe & Central Asia,High income,2001,56350,99.59725382,100,28.19606938
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2001,11924946,59.77405471,86.03990425,9.61380454
Guam,GUM,East Asia & Pacific,High income,2001,156401,88.8725552,99.4246,20.8438565
Guyana,GUY,Latin America & Caribbean,Upper middle income,2001,752263,78.8708243,88.69372029,10.01245575
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2001,6714300,96.95454546,98.76964286,85.92825141
Honduras,HND,Latin America & Caribbean,Lower middle income,2001,6693061,63.17650834,82.90102291,3.550378519
Croatia,HRV,Europe & Central Asia,High income,2001,4440000,97.14742173,98.51432778,39.81325203
Haiti,HTI,Latin America & Caribbean,Low income,2001,8692567,17.77734203,57.03183783,1.052623466
Hungary,HUN,Europe & Central Asia,High income,2001,10187576,98.04295496,99.96319792,48.72893431
Indonesia,IDN,East Asia & Pacific,Lower middle income,2001,214506502,45.94642191,75.62742507,3.039976383
Isle of Man,IMN,Europe & Central Asia,High income,2001,73192,,,
India,IND,South Asia,Lower middle income,2001,1071477855,23.16892109,80.9047343,0.610371924
Ireland,IRL,Europe & Central Asia,High income,2001,3866243,88.81545918,96.28271536,75.97281657
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2001,67096414,87.33973456,95.05557653,3.110975499
Iraq,IRQ,Middle East & North Africa,Upper middle income,2001,24251649,76.05567992,80.98410154,0
Iceland,ISL,Europe & Central Asia,High income,2001,284968,98.79602901,100,87.70762123
Israel,ISR,Middle East & North Africa,High income,2001,6439000,100,100,89.7396864
Italy,ITA,Europe & Central Asia,High income,2001,56974100,,100,89.11361067
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2001,2677011,83.87319823,90.93378775,22.33184697
Jordan,JOR,Middle East & North Africa,Upper middle income,2001,5193482,98.55874909,99.51816339,16.66756523
Japan,JPN,East Asia & Pacific,High income,2001,127149000,99.98445726,98.47611465,58.57900103
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2001,14858335,96.94702028,86.51782403,3.869688313
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2001,32321482,30.91425904,47.24220701,1.856350523
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2001,4945100,91.9065733,80.32394718,0.544070737
Cambodia,KHM,East Asia & Pacific,Lower middle income,2001,12402473,14.68174372,53.90122597,1.801721318
Kiribati,KIR,East Asia & Pacific,Lower middle income,2001,85858,31.14565013,61.19660878,0.460061963
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2001,45990,86.04862245,98.29719388,4.566210046
"Korea, Rep.",KOR,East Asia & Pacific,High income,2001,47370164,100,,60.87591444
Kuwait,KWT,Middle East & North Africa,High income,2001,2109355,100,100,41.62030573
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2001,5414568,31.07338414,48.31637439,0.545657567
Lebanon,LBN,Middle East & North Africa,Upper middle income,2001,3359859,75.06015705,85.8519864,22.82101719
Liberia,LBR,Sub-Saharan Africa,Low income,2001,2991132,13.35782718,62.27852344,0.066864318
Libya,LBY,Middle East & North Africa,Upper middle income,2001,5440566,99.7,,0.919022028
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2001,158464,78.72050607,88.46253646,1.703857027
Liechtenstein,LIE,Europe & Central Asia,High income,2001,33671,99.95,100,32.6690624
Sri Lanka,LKA,South Asia,Lower middle income,2001,18913054,86.01406331,78.45634815,3.530164933
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2001,1885955,9.712420787,66.72033451,3.022341466
Lithuania,LTU,Europe & Central Asia,High income,2001,3470818,85.44100803,90.55959392,29.30659886
Luxembourg,LUX,Europe & Central Asia,High income,2001,441525,97.70216736,99.924215,92.92727364
Latvia,LVA,Europe & Central Asia,High income,2001,2337170,86.48608282,97.64879162,27.8476027
"Macao SAR, China",MAC,East Asia & Pacific,High income,2001,438081,,100,44.39247536
St. Martin (French part),MAF,Latin America & Caribbean,High income,2001,27782,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2001,29181832,69.80111966,65.43018037,16.35174584
Monaco,MCO,Europe & Central Asia,High income,2001,32360,100,100,44.19653894
Moldova,MDA,Europe & Central Asia,Lower middle income,2001,3631462,72.50093497,84.23650976,5.375695406
Madagascar,MDG,Sub-Saharan Africa,Low income,2001,16260932,4.895839549,37.48022757,0.907082079
Maldives,MDV,South Asia,Upper middle income,2001,287027,80.13155379,89.8138276,6.582655987
Mexico,MEX,Latin America & Caribbean,Upper middle income,2001,103067068,77.26048585,89.95484361,21.11009794
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2001,52183,85.7350826,79.31113531,0.937086791
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2001,2042842,89.8311852,97.88772548,10.92962647
Mali,MLI,Sub-Saharan Africa,Low income,2001,11293258,20.13232426,50.92129376,0.212489611
Malta,MLT,Middle East & North Africa,High income,2001,393028,100,100,59.98070925
Myanmar,MMR,East Asia & Pacific,Lower middle income,2001,46627994,69.23056087,55.67099444,0.048621007
Montenegro,MNE,Europe & Central Asia,Upper middle income,2001,607389,,,
Mongolia,MNG,East Asia & Pacific,Lower middle income,2001,2419776,48.97507536,66.46120464,8.058597159
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2001,69388,74.22897349,98.83087695,19.02346227
Mozambique,MOZ,Sub-Saharan Africa,Low income,2001,18588758,12.79887883,23.49469151,0.821206021
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2001,2790729,24.68847207,54.81202027,3.958213069
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2001,1196287,91.49108067,99.32341723,22.81699649
Malawi,MWI,Sub-Saharan Africa,Low income,2001,11695863,35.09655449,52.65152819,0.476493269
Malaysia,MYS,East Asia & Pacific,Upper middle income,2001,23698907,97.01010992,98.18961991,31.16177468
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2001,1933596,28.57775089,77.33978603,5.51304409
New Caledonia,NCL,East Asia & Pacific,High income,2001,217324,100,94.51624682,31.2923885
Niger,NER,Sub-Saharan Africa,Low income,2001,11771976,6.40641232,38.48123545,0.01805984
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2001,125463434,36.14097441,47.6018358,0.212381402
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2001,5100750,61.49288262,80.72451417,3.225192374
Netherlands,NLD,Europe & Central Asia,High income,2001,16046180,98.03189847,100,76.16377309
Norway,NOR,Europe & Central Asia,High income,2001,4513751,98.070317,100,79.43587924
Nepal,NPL,South Asia,Low income,2001,24161777,21.09252842,80.1238194,0.071542751
Nauru,NRU,East Asia & Pacific,Upper middle income,2001,10052,65.69385859,95.50132378,14.9224035
New Zealand,NZL,East Asia & Pacific,High income,2001,3880500,100,100,58.54757489
Oman,OMN,Middle East & North Africa,High income,2001,2294787,88.08293014,76.33919524,14.07538042
Pakistan,PAK,South Asia,Lower middle income,2001,141601437,33.4568092,88.92915829,0.524433943
Panama,PAN,Latin America & Caribbean,High income,2001,3089684,64.99997423,88.67326653,15.37830406
Peru,PER,Latin America & Caribbean,Upper middle income,2001,26261363,63.67945417,81.22393738,6.828602156
Philippines,PHL,East Asia & Pacific,Lower middle income,2001,79665315,67.47167026,86.37520866,15.26280666
Palau,PLW,East Asia & Pacific,High income,2001,19404,86.53930047,92.40659291,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2001,5716152,18.67870645,36.69313879,0.187188864
Poland,POL,Europe & Central Asia,High income,2001,38248076,87.76122075,,25.96994004
Puerto Rico,PRI,Latin America & Caribbean,High income,2001,3818774,97.06430286,97.06394812,42.84739074
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2001,23131810,,99.93839085,0
Portugal,PRT,Europe & Central Asia,High income,2001,10362722,97.47384714,98.64534215,76.71216134
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2001,5406624,73.36915523,76.86444137,21.27020485
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2001,2997784,94.44981357,88.20413552,5.317446165
French Polynesia,PYF,East Asia & Pacific,High income,2001,241273,98.26338772,100,27.89371376
Qatar,QAT,Middle East & North Africa,High income,2001,616886,,100,28.84309257
Romania,ROU,Europe & Central Asia,Upper middle income,2001,22131970,,100,17.49041297
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2001,145976083,84.12137816,95.32236378,5.315301052
Rwanda,RWA,Sub-Saharan Africa,Low income,2001,8329406,45.6481846,47.6496912,0.780367772
Saudi Arabia,SAU,Middle East & North Africa,High income,2001,21303592,98.1777041,96.80861994,11.86954763
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2001,27945005,20.96067078,43.44303594,0.37160845
Senegal,SEN,Sub-Saharan Africa,Low income,2001,10134497,39.14814053,62.53519806,2.97805604
Singapore,SGP,East Asia & Pacific,High income,2001,4138012,100,100,74.44052037
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2001,423853,21.05357353,80.27514077,0.228145135
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2001,4739147,10.35206689,39.03697106,0.567507191
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2001,5905962,82.01177701,80.42878337,14.52400134
San Marino,SMR,Europe & Central Asia,High income,2001,27762,100,100,57.10683668
Somalia,SOM,Sub-Saharan Africa,Low income,2001,9290823,22.06700539,21.91640982,0.914881276
Serbia,SRB,Europe & Central Asia,Upper middle income,2001,7503433,97.36071524,91.79547758,
South Sudan,SSD,Sub-Saharan Africa,Low income,2001,6974442,,,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2001,141622,22.11671221,67.81947885,0
Suriname,SUR,Latin America & Caribbean,Upper middle income,2001,477740,80.81214631,89.34628966,18.21074225
Slovak Republic,SVK,Europe & Central Asia,High income,2001,5378867,98.8506898,97.979423,39.76534471
Slovenia,SVN,Europe & Central Asia,High income,2001,1992060,99.10783299,99.60953401,73.9349581
Sweden,SWE,Europe & Central Asia,High income,2001,8895960,99.313716,100,80.67169016
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2001,1072927,49.79090585,53.15908227,5.126164222
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2001,30600,,,
Seychelles,SYC,Sub-Saharan Africa,High income,2001,81202,94.56256666,93.50374592,44.42816137
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2001,16766899,93.03831616,95.03778875,1.192826414
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2001,20185,81.4,87.05,
Chad,TCD,Sub-Saharan Africa,Low income,2001,8663012,9.869623234,39.227027,0.253953244
Togo,TGO,Sub-Saharan Africa,Low income,2001,5111770,11.1509937,46.55204428,1.858456073
Thailand,THA,East Asia & Pacific,Upper middle income,2001,63543322,94.89768862,94.57128038,11.88165768
Tajikistan,TJK,Europe & Central Asia,Low income,2001,6327125,90.27693603,58.37751768,0.025762096
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2001,4564080,95.28801733,84.73041159,0.179072234
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2001,892531,,,
Tonga,TON,East Asia & Pacific,Upper middle income,2001,98611,88.73117797,98.49157867,0.239324213
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2001,1272380,90.69437055,92.34541414,20.12810638
Tunisia,TUN,Middle East & North Africa,Lower middle income,2001,9785701,81.40364571,88.18718471,3.977313429
Turkey,TUR,Europe & Central Asia,Upper middle income,2001,64191474,82.75514141,95.53741803,30.49142788
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2001,9512,86.26508766,97.891432,0
Tanzania,TZA,Sub-Saharan Africa,Low income,2001,35117019,7.550242987,32.7410724,0.784690751
Uganda,UGA,Sub-Saharan Africa,Low income,2001,24854892,15.67101317,30.53427525,1.140700994
Ukraine,UKR,Europe & Central Asia,Lower middle income,2001,48683865,94.7463349,95.79038287,4.596007036
Uruguay,URY,Latin America & Caribbean,High income,2001,3327103,94.15693747,96.825814,15.62894206
United States,USA,North America,High income,2001,284968955,99.96700943,,45.11108352
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2001,24964450,91.00280492,86.16543476,0.508215506
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2001,107988,71.99796104,93.29421463,6.937807905
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2001,24948476,87.97537697,96.20699712,25.94380515
British Virgin Islands,VGB,Latin America & Caribbean,High income,2001,21085,96.79126349,95.68287671,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2001,108549,96.49989732,99.9997,37.72196154
Vietnam,VNM,East Asia & Pacific,Lower middle income,2001,81139919,55.14840048,78.64026281,1.542021505
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2001,189290,53.01815783,81.65599431,0.184901474
Samoa,WSM,East Asia & Pacific,Upper middle income,2001,175566,98.66546383,93.00802498,1.423965916
Kosovo,XKX,Europe & Central Asia,Lower middle income,2001,1701154,,,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2001,18390135,41.52902909,42.96533296,0.803892957
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,46385006,60.38497392,77.52467439,23.25535972
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2001,10824125,26.2624633,49.34164143,1.119720994
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2001,12366165,41.80608992,70.53533339,2.539202736
Aruba,ABW,Latin America & Caribbean,High income,2002,94992,98.19075516,95.05217586,65.05811016
Afghanistan,AFG,South Asia,Low income,2002,21979923,24.96803163,29.68308518,0.113740162
Angola,AGO,Sub-Saharan Africa,Lower middle income,2002,17572649,22.97491152,38.37868168,0.796692633
Albania,ALB,Europe & Central Asia,Upper middle income,2002,3051010,89.89885962,87.72387952,27.28413234
Andorra,AND,Europe & Central Asia,High income,2002,70049,100,100,46.81009008
United Arab Emirates,ARE,Middle East & North Africa,High income,2002,3507232,99.97586729,99.64955346,69.23040734
Argentina,ARG,Latin America & Caribbean,High income,2002,37889370,94.79780862,99.10885498,17.33135178
Armenia,ARM,Europe & Central Asia,Upper middle income,2002,3033897,90.50567931,96.20384729,2.351727827
American Samoa,ASM,East Asia & Pacific,Upper middle income,2002,58731,62.58329277,98.62194,3.466653045
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,86266,83.19315056,98.02075303,44.28743653
Australia,AUS,East Asia & Pacific,High income,2002,19651400,100,99.73802745,65.05712832
Austria,AUT,Europe & Central Asia,High income,2002,8081957,99.99999893,100,82.8086898
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2002,8171950,68.84079127,77.52885926,9.595246596
Burundi,BDI,Sub-Saharan Africa,Low income,2002,6741569,42.73143231,52.88787197,0.771333795
Belgium,BEL,Europe & Central Asia,High income,2002,10332785,99.48404686,100,78.16562364
Benin,BEN,Sub-Saharan Africa,Low income,2002,7295394,10.46288887,61.01786428,2.998741398
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2002,12293100,10.7983445,47.39456838,0.903051305
Bangladesh,BGD,South Asia,Lower middle income,2002,136600667,28.29689941,95.03263929,0.786965411
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2002,7837161,85.84650274,99.74301204,33.02211545
Bahrain,BHR,Middle East & North Africa,High income,2002,735148,99.87795351,99.91813116,52.9131549
"Bahamas, The",BHS,Latin America & Caribbean,High income,2002,309157,89.16243919,98.28498056,39.38419638
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2002,3775807,94.89590174,96.37836276,19.83099242
Belarus,BLR,Europe & Central Asia,Upper middle income,2002,9865548,94.94965141,97.89357631,4.71728126
Belize,BLZ,Latin America & Caribbean,Upper middle income,2002,262206,83.1686681,88.83223567,19.7283815
Bermuda,BMU,North America,High income,2002,62912,99.97897576,99.97897576,46.4324408
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2002,8653345,40.1549854,80.88525947,11.82586618
Brazil,BRA,Latin America & Caribbean,Upper middle income,2002,180151021,75.08840025,94.26893347,19.36206845
Barbados,BRB,Latin America & Caribbean,High income,2002,271478,89.08579077,98.48475282,35.80142774
Brunei Darussalam,BRN,East Asia & Pacific,High income,2002,346867,,,44.29565222
Bhutan,BTN,South Asia,Lower middle income,2002,606399,54.33304326,83.78782673,0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2002,1779953,55.37395927,77.41363851,18.66700975
Central African Republic,CAF,Sub-Saharan Africa,Low income,2002,3907612,16.57208476,52.35651166,0.322447572
