Loan Amount,Funded Amount,Funded Amount Investor,Term,Home Ownership,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit
28572,29087,26131.08263,59,60977.86319,26.68655139,0,0,23,0,10041,16.54610758,26,2257.207571,0.042995532,2.243812107,0.890144996,0,52,0,36,199654,4419
24499,8658,13840.51897,59,122615.8535,26.91473014,0,0,14,0,18151,26.04581437,32,593.4013627,0.0765804559999999,3.067147522,0.072345326,0,31,0,40,83580,16301
16237,14916,5687.324864,59,103477.5536,19.73801319,0,0,10,0,3465,71.33005418,17,5116.289081,0.062556341,6.551623202,0.8767063279999999,0,71,0,39,205927,4034
19115,4565,21239.94934,58,46985.97102,30.60663418,0,0,13,0,13810,72.65732493,35,726.3872369,0.058473838,7.48021303,0.543106076,0,102,0,42,124316,8307
12590,21482,11110.87528,59,111298.1714,24.31540707,1,0,8,1,4440,90.57874727,12,10143.57437,0.001894483,1.207573992,0.4273746879999999,0,5,0,45,316596,43008
20025,13171,14539.52277,58,209370.7244,15.98901406,0,0,28,0,3882,33.62363146,22,627.2838820000001,0.013389142,4.22500164,1.065165219,0,158,0,51,66774,16756
6964,11532,20632.20617,59,68082.7441,20.23594099,0,0,9,0,1128,44.05758251,17,3073.478693,0.059636107,3.214598985,0.958452583,0,39,0,19,40955,3221
8425,7128,17909.37454,59,82139.89062,38.81577448,7,0,12,0,3786,59.34504792,15,5230.497754999999,0.033022706,5.8696211410000005,0.054514038,0,68,0,38,85448,10762
8810,6477,4531.855006000001,59,35202.59111,20.9532625,0,0,14,0,21060,56.52913569,20,64.27182008,0.046731216,5.269605927,0.865122628,0,23,0,47,58140,13375
9326,20683,21857.33968,59,70746.50616,9.060666413,1,2,19,0,3369,50.32007383,20,2097.627719,0.017118098,4.297468572,0.901488537,0,10,0,19,191266,76787
20619,15977,7327.661604999999,58,23445.18261,18.46458842,1,0,22,0,5438,80.05233142,15,3459.86294,0.005451276,8.328669881,0.35055491,0,48,0,28,7528,12043
12952,7378,7168.662172,59,53457.00685,26.36070104,0,0,11,0,2662,20.50456571,24,1370.436793,0.087195685,4.802587037,0.026541772,0,104,0,46,76986,3580
15417,7280,8497.048477,59,81376.23073,17.1317258,1,0,7,0,5843,29.85448488,17,2102.221345,0.073620065,3.68636207,0.831797728,0,53,0,36,53349,11830
19140,8496,13198.47714,59,156189.9633,17.67585041,0,0,15,1,15727,17.92121837,8,493.19404800000007,0.0998694669999999,0.175529645,1.400408505,0,120,0,28,447210,8092
12749,32523,15442.38297,59,242816.1369,26.69023647,1,0,10,0,1441,88.11551624,18,353.2448056,22.41905179,2.2148850280000003,0.492894489,1,31,0,31,115490,2641
23270,10134,12435.47276,58,77850.2573,28.20301707,0,0,11,0,254,11.65007684,31,3186.262313,0.05357846,6.219872656000001,0.8854957109999999,0,92,0,54,51737,4130
9835,33032,17048.816069999997,59,330221.733,20.47562087,0,2,18,0,9777,47.81565224,22,1730.346057,0.033074456,2.148956012,0.309583252,0,37,0,49,40753,9705
16192,26168,16551.88306,59,45166.9331,36.61217086,0,0,14,0,3186,49.22901623,11,296.2636499,0.006649775,3.035037044,0.737758142,0,26,0,54,22447,2984
18737,13183,14995.88196,59,52885.06119,38.34111256,1,0,11,0,3821,51.73269686,26,9682.866645,0.015032368,1.562392362,1.099861558,0,74,0,10,194786,13437
22016,7530,30998.956260000003,59,79540.98419,37.84442632,0,0,24,0,1891,45.46204532,15,285.5003044,0.005186509,4.80368509,0.454724439,0,32,0,34,36778,51240
15202,34235,22897.5591,59,69983.13462000001,29.87874186,0,0,7,0,1031,0.2654901169999999,26,2136.813028,0.039921456,10.1123559,0.219706829,0,19,0,59,72780,2703
9923,6738,14288.77959,59,138645.4983,24.03972589,0,0,8,0,1944,17.7533559,34,834.9526277000001,0.0750207079999999,0.718659223,0.607913155,0,157,0,37,150019,6422
24897,7016,27217.789310000004,58,88388.56764,23.72908205,1,0,12,0,238,85.07732606,28,305.2769483,0.05513692,4.815685685,0.3192221739999999,0,138,0,50,111689,11957
13489,12420,11499.997,58,120472.7908,25.91956564,0,0,9,0,2901,47.20885066,22,2258.219021,0.01496227,3.296178264,1.095831218,0,56,0,47,217269,10623
11196,10189,7718.929333,59,47373.25935,7.059899762000001,0,1,10,0,11399,65.45381517,21,1557.540663,0.077125796,3.207422647,0.918212105,0,126,0,26,79050,6044
34211,11976,8037.156731999999,58,72774.7988,20.62355763,1,4,31,0,605,71.28907834,17,428.5909481000001,0.000645988,4.42275488,0.507782628,0,122,0,49,244087,36474
19291,33054,7300.185073000001,59,34595.94239,10.05510118,1,0,17,0,8653,43.91849053,30,584.5333754,0.107132836,1.229763,1.200956223,0,76,0,15,29914,27832
15060,10687,17759.6479,58,97646.58286,22.46972624,2,0,10,0,7413,72.73644637,23,2054.255392,0.061257897,4.902876151,1.058110432,0,125,0,53,227421,19698
3919,10668,12417.90588,58,57700.09855,35.05492985,1,0,15,0,5874,62.8604759,13,1205.663375,0.046197797,1.346971338,0.60721513,0,108,0,53,23655,15717
13291,15961,29801.757960000003,59,29565.22931,32.39127956,0,0,13,0,2435,65.31380053,6,1101.520319,0.0040216209999999,4.192507652,0.7023270359999999,0,1,0,11,8140,1453
7889,6891,10447.73868,59,30610.62525,38.03673012,1,0,14,0,4665,67.47569786,11,1441.525068,0.138659944,0.7564516170000001,0.033377091,0,150,0,48,158315,33852
19631,21706,17537.190580000002,58,84077.55133,22.55279491,0,0,14,0,4620,42.57517087,21,2483.0172820000003,0.048034235,1.742095552,1.226739485,0,112,0,31,87953,24545
2244,6473,8577.378931000001,59,56421.78565,16.21393712,0,2,9,0,2831,38.12779825,10,518.3635391,0.080523093,0.121831855,0.819127128,0,46,0,41,74207,6660
33640,32292,12496.00128,59,100897.2642,11.85469935,0,0,9,0,25887,64.17410052,22,256.5429201,0.014788866,3.5614657010000004,0.990221461,0,128,0,10,243020,44034
26752,7063,4869.315348,59,84711.57124,30.51491237,0,0,10,0,6119,88.34490051,4,2839.330902,0.049590708,1.192268764,1.0163088,0,64,0,39,225361,33149
19214,5495,25267.07705,58,22255.35463,11.82726285,0,0,13,0,4821,57.17547877,4,310.84677739999995,25.2790342,2.480978479,0.878004928,0,103,0,27,36694,24569
10594,32864,14325.17928,59,42373.921610000005,15.46283331,0,0,21,1,7100,44.36813882,14,894.4565162,0.040539498,8.440353522999999,1.159868422,0,27,0,30,22408,7038
5953,10027,10668.48635,58,53809.923870000006,20.6005835,0,0,13,0,861,73.41350843,8,2439.606286,0.029509262,5.690337757000001,0.8652413659999999,0,53,0,33,314438,15900
8139,26508,21534.61939,58,32002.06254,18.24621205,0,0,16,0,4841,45.50894325,22,323.7565063,0.0010937339999999,7.961573395,0.446639205,0,157,0,52,406788,18374
17327,26941,14228.608430000002,58,43475.76237,17.69588402,1,0,7,0,11299,71.23849198,20,534.6781474999999,0.091300315,4.227319291000001,0.684753695,0,23,0,25,97245,24758
12230,34959,8826.020378,59,79541.20686,36.99519933,0,0,10,0,1727,39.22527312,9,1157.14008,0.035207215,0.94490226,0.905603324,0,5,0,39,133148,13435
15591,19716,25749.04736,59,88975.8184,31.82332033,0,1,11,0,13371,58.64382718,16,3052.779055,0.096779878,0.2901908019999999,0.7904215379999999,0,13,0,43,80656,26935
11529,20865,7895.923525,59,68509.6727,24.76247831,0,0,14,0,9303,76.91792586,18,2007.598191,0.009976198,2.201716067,0.547546811,0,42,0,24,62782,9223
25765,27262,9029.826169,59,56536.58836,17.41369339,0,0,31,0,7990,38.60047148,22,2273.410617,26.95818144,1.110552073,0.634512189,0,52,0,55,85019,43912
32380,28523,19033.9014,59,105037.8932,35.58290796,0,2,9,1,6360,15.86087433,23,853.1621056,0.048144452,0.274591615,0.026441301,0,5,0,55,246425,18781
12792,11397,16599.3607,58,87852.30841,31.66741472,1,0,13,0,2471,58.68811475,22,489.1284391,31.27657378,3.077915452,0.80895715,0,16,0,21,263520,43422
7363,8588,34693.12554,58,79973.74421,20.5263225,0,0,12,0,11709,64.21471289,29,833.2137561000001,0.0243170729999999,7.148435934,0.8692311159999999,0,96,0,1167,77841,64228
29077,8655,8249.683883,59,64302.95368,28.1374008,0,0,14,0,5936,86.44857648,10,3117.457313,0.068038136,8.852760975,0.953098974,0,114,0,41,100649,16952
27856,15669,7002.215754999999,59,64381.48356,5.788795236,0,0,13,0,7062,39.51833318,19,1876.122835,0.008034209,5.165921022,1.499177157,0,142,0,8,242843,3469
26433,13435,11180.666,59,58418.11592,20.71094352,0,0,8,0,270,70.38785693,25,5029.352114,0.017593616,1.260102468,0.741855667,0,85,0,22,46304,34786
8221,10935,13779.18833,58,129297.6996,20.00485283,0,0,24,0,8999,46.23757302,19,364.8661061,0.023475772,3.627695676,1.149625311,0,13,0,46,51193,7603
19183,29953,11968.05202,59,82462.40864,30.24203964,0,2,14,0,15789,38.0909157,15,244.06971690000003,0.031057335,7.1452110520000005,0.821009214,0,13,0,31,213418,9122
14969,5536,26003.91537,59,73835.55245,31.09563176,1,0,9,0,15944,52.45930017,10,2144.701629,0.080340642,0.126250953,0.580669575,0,53,0,1656,25583,4390
25001,8053,8970.606896,59,60189.16895,21.28206845,0,0,17,0,2409,24.34134568,18,55.22835196,0.019752621,5.027929324,0.347824714,0,35,0,10,177319,1339
33855,15473,8845.440379000001,59,81942.59173,18.92133134,0,0,14,0,14368,56.33381554,23,68.67694879,0.041890491,5.660015815,0.953176189,0,37,0,34,73069,19607
25973,19570,9690.100651,59,55284.50056,22.92827855,0,0,6,0,6568,48.89359749,16,1536.359371,0.046222163,4.765824456,1.040790488,0,32,0,28,17650,61818
5982,8699,17547.131999999998,58,30590.953530000003,16.54951046,0,0,13,0,260,71.06011511,5,646.2848962,0.01571335,6.317151768,1.1054278,0,81,0,47,45450,56006
23007,8302,22604.49042,58,52714.78907,34.74582339,0,0,14,0,5876,90.91802912,9,31.66035135,0.091090245,3.536529487,1.094048042,0,113,0,6,44506,21696
1295,34082,13281.61126,59,51762.08332,25.97077283,1,0,12,0,13862,61.72568435,19,2222.8649010000004,0.082301798,3.993840128,27.58063584,0,153,0,37,186956,30174
21047,33536,17109.473319999997,59,118036.8553,17.30309819,0,1,9,0,2381,55.44831587,7,1811.844212,0.039437183,1984.16863,1.002867101,0,63,0,33,27110,27676
10507,16990,9649.485346,58,44403.10646,16.70216235,0,0,10,0,3984,67.10521965,25,1445.532583,0.071934478,3.41461657,0.6834764990000001,0,142,0,49,121913,91282
4168,9551,8672.876618,59,148284.1843,16.60128661,0,0,25,0,15817,16.31621873,23,7594.882990000001,0.02741673,0.759290916,1.389889776,0,39,0,54,24844,16447
4282,19853,10066.76656,59,76184.67895,24.5306941,0,0,9,0,643,59.94497588,14,843.6443666000001,0.054305912,4.769111148,0.209240762,0,76,0,30,485508,19697
30169,15397,21853.2165,59,154795.3425,36.15445269,0,0,11,0,15558,41.76628214,38,1080.532566,0.029945593,3.447504854,0.648142494,0,90,0,7,111017,10582
28328,8553,10329.85825,59,16813.11465,10.31571159,0,0,12,0,2991,36.5519775,16,1043.9698529999998,0.069832864,0.5549063710000001,0.430642297,0,113,0,32,133808,23387
27434,14354,22036.38056,59,82500.91348999999,20.80628572,0,2,5,0,2810,2.020740327,32,1044.14251,0.071798345,6.390720902000001,0.461110302,0,11,0,38,74125,68892
5409,10152,22840.64593,58,79990.57721,20.84816351,0,0,5,0,6886,38.83326279,23,1910.57032,0.000773534,1.92068586,0.020238145,0,149,0,4245,116528,36961
18364,6987,22084.15893,59,91625.41721,28.4572336,0,0,12,0,1964,83.42387905,14,4531.490959000001,0.047151704,1.961490122,0.612851821,0,96,0,56,165067,3783
13757,7687,14968.79925,59,63562.41161,11.91759667,1,0,9,0,23821,57.36771633,14,1265.904846,23.94172732,1.477168601,0.3234766069999999,0,13,0,29,97212,12864
14954,21591,9073.945679,59,36242.59943,29.81874087,0,0,20,0,9773,41.98066865,15,3261.285218,0.005709277,2.223875829,1.214579413,0,91,0,19,67990,33909
22573,6848,13538.8916,59,71927.80234,9.804184321,0,0,29,0,9374,36.89770979,9,13.58329108,0.029884609,8.983555800000001,1.0769739740000002,0,68,0,12,585910,16649
30136,19564,9744.459472,58,56257.63628,37.70937835,0,0,14,0,4123,68.78221065,4,688.3696147999999,0.097689395,10.8137923,0.612799975,0,71,0,45,180682,65565
30569,21958,33295.16983,59,114906.8504,29.23582371,0,0,18,0,1758,36.43039048,14,471.0047278,0.06163715,2.553298147,0.660639827,0,97,0,31,15722,12933
33118,26436,9764.535201,59,147423.064,20.47022786,0,1,28,0,16201,48.80680849,18,4014.23842,0.0024539889999999,0.830022202,0.651564855,0,56,0,55,65172,2286
3068,18510,16479.41161,59,51844.70743,29.72068378,0,0,11,0,2537,61.58930970000001,22,269.2713048,0.0136437,0.607991653,0.409559904,0,120,0,48,212115,4953
23646,6670,10276.5293,59,57760.090370000005,22.03843634,0,0,11,0,1093,0.267983067,20,3266.373036,0.025587578,0.287332084,0.469485645,0,22,0,53,41957,6426
15622,21096,3123.370916,58,69651.22461,19.50008517,1,0,14,0,57471,5.880006828,12,747.2753336000001,0.08311493,3.793935999,1.098445795,0,61,0,32,222891,6581
23596,17708,6390.157202,58,69975.48761,14.12497728,0,0,15,0,10240,48.44014352,20,2138.594782,0.057323209,3.152351578,1.351363948,0,11,0,44,171610,17440
4880,32162,15114.93916,59,55311.09428,13.05260293,0,0,13,0,2595,10.05012723,42,1639.017255,0.026881291,3.644620294,0.1980328139999999,0,43,0,32,486407,16990
18674,12717,12315.36003,59,120123.722,17.5301542,0,0,14,0,14756,75.8743128,22,576.1288361000001,0.013149768,2.466266145,0.9600629,0,3,0,31,40243,28344
18191,28433,4101.098745,59,56432.59744,14.71387803,2,0,20,0,2252,19.32482516,16,862.5523029,0.0087055409999999,1.648213891,0.2959391839999999,0,11,0,1775,179888,8719
31113,5651,6681.780841,58,112496.0124,22.87978203,0,0,16,0,8493,48.91802338,11,1212.581676,0.0734038009999999,0.566090375,0.8245098390000001,0,141,0,36,247007,2923
10746,10782,10951.45142,59,90067.48337,35.70535356,0,0,10,0,31443,71.94931743,6,663.5463998,0.04340385,3.130562673,0.502435492,0,7,0,34,52013,1036
26001,10939,22884.06768,58,57930.88428,23.31331289,2,0,11,0,6436,40.78168831,29,9490.980106,0.019656673,3.745689701,1.542027255,0,37,0,30,115648,6098
29637,30620,30768.21082,36,44719.45318,16.85407816,0,0,11,0,41312,88.74295598,20,1355.059846,0.115655233,3.799844412,0.812178133,0,32,0,33,206247,2018
8876,32291,11471.76451,59,55037.88156,28.54366914,0,2,14,0,2709,59.35048762,27,4139.793033,13.13140067,1.698290831,0.181921221,0,13,0,32,264919,6583
4144,21239,17712.37622,59,57897.0171,25.31575405,2,0,9,0,10204,39.88112918,29,2406.023538,0.039989416,4.320547181,1.170299555,0,45,0,31,42870,6870
6392,11389,24690.38311,59,57742.90724,29.67080733,0,0,11,0,16089,37.42982633,17,1918.320902,0.0009385089999999,8.205306306,1.080063272,0,59,0,20,36247,29242
16975,10215,8399.162219,59,17406.19116,16.72954554,0,0,7,0,9719,64.87299838,26,3655.436376,0.061355427,4.050497504,1.110626629,0,35,0,24,232804,16523
15200,26681,31796.82924,58,41509.0488,38.05329354,1,0,13,0,9283,11.12054159,14,658.3504484,0.036123784,2.064367977,0.7472712109999999,0,65,0,1789,36190,4697
10688,15454,31195.70238,59,65377.758,23.76825635,1,0,11,0,19466,50.56585977,22,2766.656084,0.047525153,0.088649899,1.179359132,0,83,0,41,19418,9823
26599,16977,13008.63925,59,92482.2029,24.69088442,0,0,11,0,5577,60.89166032,16,3045.335677,0.066257343,4.082033236,0.234228197,0,81,0,38,223996,19682
31314,32947,11777.30512,58,67388.70912999999,33.9016713,0,0,9,0,15062,32.08190774,9,676.8805009,0.063160577,6.836078239,1.110229823,0,9,0,33,34009,15941
13338,4510,11874.37563,58,51182.22067,19.23783748,0,0,12,0,13457,51.84043946,34,2847.516122,0.036852765,8.919435647,1.191384135,0,63,0,13056,248210,9420
3138,7625,31239.79535,58,29237.87722,37.18509641,1,0,13,0,4141,60.62288151,10,3331.7331670000003,0.0115268819999999,0.6554754429999999,0.582493807,0,132,0,64,265695,7039
22459,7797,12422.33399,59,108439.7579,36.47319184,0,1,31,0,8813,94.53522959,11,2730.936611,0.023607575,1.61473655,0.10312967,0,54,0,31,173025,48235
15534,26629,10138.69602,59,64797.35505,28.46619507,0,0,23,0,1788,47.49508738,13,683.5091472999999,0.025312372,6.837222753,0.820590072,0,72,0,57,160525,13524
31336,11796,17864.411509999998,59,45146.248380000005,15.86664202,1,0,12,0,4043,47.98242078,20,198.2147734,0.012702805,1.524503727,1.489930725,1,59,0,35,276401,16591
16273,9114,6599.3172,59,69367.65138,12.76008782,0,0,28,0,11061,58.31569011,7,4192.630193,0.09025865,4.387124783,1.063108875,0,105,0,44,258558,6083
20102,4046,11953.31946,59,93341.25694,25.60524477,0,0,23,1,1857,85.30194749,12,2552.272346,0.01066282,2.730978422,0.277694761,0,65,0,48,109743,20344
6473,7263,22286.86725,59,71615.00838,18.14267352,0,0,12,0,3151,59.04230535,28,216.8043391,0.064374472,8.197786282000001,0.479544205,0,122,0,53,96936,19350
19384,26941,4815.11409,59,44506.29083,24.50545264,1,1,15,0,40907,28.92877764,19,2745.081669,0.077527554,1.403803875,0.775430407,0,112,0,28,231292,6495
1804,15913,12471.65271,58,217403.3992,39.62009072,0,0,18,0,1584,53.31509129999999,5,47.43003451,0.018971514,1.26561783,0.1790441619999999,0,153,0,43,84260,43737
17432,17302,8111.197181999999,59,160900.2319,14.46617156,0,0,14,0,27305,57.98446453,22,156.33388689999998,0.069307229,6.499261383,0.53475164,0,32,0,13,37046,67261
11079,21641,10529.70104,58,97442.76074,23.48759862,2,0,11,0,1328,74.48465207,45,1487.645336,0.042068478,0.113365106,0.75359683,0,16,0,1178,244874,56034
1819,11498,14603.72598,59,53579.75475,34.65344961,1,0,19,0,8525,46.33357839,7,305.7753308,19.06164639,4.708826921,0.952309912,0,21,0,22,224001,25456
8454,10967,9500.885089,58,61405.39321,25.34947706,1,0,19,0,10416,2.351394736,23,1291.574818,0.0980572419999999,0.291685431,0.7345905209999999,0,54,0,33,86982,29735
20490,30324,26365.36784,58,84046.98958,16.0141521,0,0,16,0,3766,59.58110389,8,82.67718397,0.011568826,3.402286809,0.718009661,0,87,0,1485,183849,8205
13725,21261,22594.27816,59,69484.54532,34.23535958,0,0,33,0,2964,52.42100799,24,4197.123184,0.04227135,9.11086523,0.6889202109999999,0,109,0,26,185256,14824
29737,16963,20369.66137,58,145733.3821,27.0837972,1,0,13,0,25509,45.20463654,4,652.9974111,0.07005576,4.453192973999999,0.244024931,0,60,0,49,215916,11441
17987,26057,10167.88424,59,36122.13711,23.19432,1,0,11,0,6287,62.35829727,24,716.7972093999999,0.039265381,0.178978353,1.184006025,0,109,0,31,480254,77536
27872,11076,9440.424057,58,101223.1873,28.03708421,1,0,7,0,7847,41.23212958,12,427.9074015,0.007801821,1.598148463,0.858609045,0,101,0,10,18369,54726
18795,11626,23288.41101,59,121775.9163,36.17274466,0,2,26,0,1218,32.27921049,23,1450.531712,0.019127795,4.524034605,1.168339905,0,120,0,33,550879,2065
14826,10924,7171.504827,59,124431.7887,37.16292237,0,0,11,0,2305,79.99899953,26,343.2208335,0.076154001,0.277590571,0.916044954,0,68,0,51,83365,57298
9626,10485,26296.28133,59,67017.42718,36.84415512,0,0,16,0,11134,57.56282067,31,43.79601151,0.007878536,2.507832656,0.0257733279999999,0,95,0,3,39841,61778
19015,23139,3717.742686,58,25560.07628,20.57392591,0,0,14,0,3875,49.58337772,12,1998.424837,0.099686176,4.054442945,0.675486209,0,42,0,25,260649,34154
26143,11274,7435.426411,59,78130.95912,22.23559872,0,0,9,0,2913,56.42995581,16,3725.059634,0.083897217,0.2298109039999999,1.207013281,0,3,0,285,78483,5109
1290,9634,9414.991161,59,134057.0036,20.90185127,0,1,6,0,3744,61.5647777,27,2480.5925030000003,0.013852148,2.271812457,0.552991456,0,116,0,42,349104,20410
18323,12411,21619.44506,59,125530.7169,16.87976903,0,0,9,0,8638,73.35171915,18,330.98870750000003,0.064047433,3.841094615,0.646866057,0,63,0,45,111623,36106
12314,23232,13905.330219999998,59,41957.06667,25.65972902,0,0,12,0,3397,82.51821363,12,418.086169,0.0702609179999999,2.151439387,0.70155267,0,71,0,56,394058,21168
14355,7326,24184.78524,58,56012.17088,21.73753835,0,0,13,0,7510,34.46875315,19,387.1276764,0.091980351,1.60608062,1.16672259,0,63,0,22,131996,2471
25883,16052,10897.55558,59,17584.738390000002,8.867349583,0,0,11,0,21727,36.83685127,17,3934.084704,0.047644694,4.900945121,0.478290657,0,22,0,26,54763,3520
30409,12420,7103.233937999999,58,51532.13264,28.54218621,1,0,12,0,7779,33.97801487,22,1066.1799640000002,0.012784374,6.281372332999999,1.299365511,0,58,0,52,225275,19429
18361,21208,9389.995548,59,131032.5445,34.36570635,1,0,20,0,5811,70.61147583,19,307.49341780000003,30.35970772,4.016302716,0.28439896,0,81,0,38,357560,30469
21296,10703,14106.29665,58,73756.75254,16.81333131,0,0,17,0,7444,18.21775494,33,6223.167739,0.12328232,2.719192502,0.8139269579999999,0,57,0,49,50906,26591
10703,11585,15392.66346,58,171018.1543,23.07082862,0,0,12,0,4067,95.56962443,7,2908.0648300000003,0.077954222,5.271271052,1.293489126,0,22,0,40,83505,1351
11267,8772,10800.95977,59,51303.31038,30.518762,0,0,15,0,5621,46.60763351,18,742.8257658,0.036572316,5.633636824,0.361429475,0,84,0,54,83820,3420
16214,30746,11884.7426,59,47846.66526,11.8005964,0,0,14,0,67682,51.25417689,7,3158.285928,0.040866434,5.4266017810000005,1.394780561,0,69,0,16,363178,30971
11438,27768,10625.51246,58,28758.59779,16.43103159,0,0,25,0,3561,5.918848577,21,88.33428099,0.026161964,3.031356264,0.330228949,0,21,0,38,134377,21282
